Year of Birth,Child's First Name,Count
2013,Nasir,27
2013,Aden,27
2013,Eli,26
2013,Jaylen,25
2013,Giovanni,24
2013,Cayden,23
2013,Ashton,23
2013,Zachary,23
2013,Chance,23
2013,Lucas,23
2013,Andrew,23
2013,Malik,23
2013,Preston,22
2013,Ian,22
2013,Justice,22
2013,Sebastian,21
2013,Kyrie,21
2013,Evan,21
2013,Joel,20
2013,Hunter,20
2013,Kai,20
2013,Kyle,20
2013,Charles,20
2013,Moussa,19
2013,Jaiden,19
2013,Avery,19
2013,Omar,19
2013,Levi,19
2013,Richard,19
2013,Jayceon,18
2013,Caiden,18
2013,Dominic,18
2013,Robert,18
2013,Marcus,18
2013,Abdoulaye,18
2013,Adam,18
2013,Adrian,17
2013,Mekhi,17
2013,Karter,17
2013,Sincere,17
2013,Israel,17
2013,Eric,17
2013,Jeremy,16
2013,Ibrahima,16
2013,Peyton,16
2013,John,16
2013,Shane,16
2013,Amadou,16
2013,Noel,16
2013,Alex,16
2013,Amare,15
2013,Jasiah,15
2013,Muhammad,14
2013,Shawn,14
2013,Luke,14
2013,Jalen,14
2013,Boubacar,13
2013,Gavin,13
2013,Nolan,13
2013,Travis,13
2013,Bryson,13
2013,Malcolm,13
2013,Leon,13
2013,Jayce,13
2013,Zayden,13
2013,Ousmane,13
2013,Bradley,13
2013,Sean,12
2013,Darius,12
2013,Stephen,12
2013,Cairo,12
2013,Kamari,12
2013,Devin,12
2013,Chris,12
2013,Amar'e,12
2013,Corey,12
2013,Jamal,12
2013,Myles,11
2013,Samir,11
2013,Kenneth,11
2013,Camren,11
2013,Camden,11
2013,Isiah,11
2013,Adonis,11
2013,Alpha,11
2013,Taylor,11
2013,Ismael,11
2013,Maxwell,11
2013,Patrick,10
2013,Owen,10
2013,Skyler,10
2013,Musa,10
2013,Mouhamed,10
2013,Zachariah,10
2013,Nazir,10
2013,Jamari,10
2013,Kameron,10
2013,Gregory,10
2013,Timothy,10
2013,Jaylin,10
2013,Dominick,10
2013,Abraham,10
2013,Major,10
2013,Derrick,10
2013,Brian,10
2013,Dylan,270
2013,Ethan,252
2013,Angel,218
2013,Mason,199
2013,David,186
2013,Anthony,185
2013,Sebastian,185
2013,Aiden,182
2013,Lucas,156
2013,Kevin,139
2013,Joseph,138
2013,Adrian,135
2013,Gabriel,133
2013,Jonathan,126
2013,Jose,124
2013,Jeremy,124
2013,Aaron,122
2013,Christian,106
2013,Julian,103
2013,Nicholas,98
2013,Jeremiah,94
2013,Joel,92
2013,Ian,91
2013,Isaac,87
2013,Miguel,85
2013,Carlos,83
2013,Logan,80
2013,James,79
2013,Andrew,78
2013,Bryan,78
2013,Steven,75
2013,Xavier,74
2013,Ayden,73
2013,Elias,72
2013,Jason,71
2013,Alejandro,71
2013,Juan,68
2013,William,66
2013,Samuel,66
2013,Josiah,64
2013,Jesus,64
2013,Nicolas,63
2013,Isaiah,63
2013,Alan,63
2013,John,62
2013,Gael,61
2013,Jordan,61
2013,Benjamin,61
2013,Jaden,61
2013,Evan,61
2013,Erick,60
2013,Mateo,59
2013,Axel,55
2013,Emmanuel,53
2013,Adam,53
2013,Alex,52
2013,Leonardo,51
2013,Diego,51
2013,Nathaniel,51
2013,Edward,51
2013,Jace,49
2013,Victor,48
2013,Damian,47
2013,Cristian,47
2013,Derek,47
2013,Eli,46
2013,Robert,46
2013,Caleb,45
2013,Kayden,44
2013,Santiago,44
2013,Tyler,39
2013,Eric,39
2013,Jorge,39
2013,Brian,38
2013,Thiago,38
2013,Giovanni,38
2013,Austin,38
2013,Jadiel,38
2013,Fernando,37
2013,Oscar,37
2013,Edwin,36
2013,Anderson,36
2013,Javier,36
2013,Jake,36
2013,Randy,36
2013,Iker,36
2013,Max,35
2013,Josue,35
2013,Dominic,34
2013,Henry,34
2013,Rafael,33
2013,Kaiden,33
2013,Aidan,32
2013,Jack,32
2013,Johan,32
2013,Jeffrey,31
2013,Andy,31
2013,Francisco,30
2013,Cesar,29
2013,Dariel,29
2013,Antonio,29
2013,Andres,29
2013,Omar,28
2013,Gavin,27
2013,Noel,27
2013,Adriel,26
2013,Abel,26
2013,Marco,26
2013,Jariel,25
2013,Hector,25
2013,Zachary,25
2013,Jared,25
2013,Julius,25
2013,Ismael,25
2013,Devin,24
2013,Amir,24
2013,Oliver,24
2013,Pedro,24
2013,Jayce,23
2013,Jael,23
2013,Julio,23
2013,Raul,22
2013,Brayan,22
2013,Vincent,22
2013,Richard,22
2013,Eduardo,22
2013,Darwin,21
2013,Yahir,21
2013,Elian,21
2013,Pablo,21
2013,Byron,21
2013,Bradley,21
2013,Tristan,21
2013,Edgar,21
2013,Yadiel,20
2013,Albert,20
2013,Kendrick,20
2013,Maximus,20
2013,Chris,20
2013,Emanuel,20
2013,Jaiden,20
2013,Matias,20
2013,Felix,20
2013,Danny,19
2013,Cameron,19
2013,Ricardo,19
2013,Riley,18
2013,Moises,18
2013,Armani,18
2013,Prince,18
2013,Uriel,18
2013,Israel,18
2013,Hunter,18
2013,Luca,18
2013,Tomas,18
2013,Marcus,18
2013,Jayson,18
2013,Kelvin,17
2013,Blake,17
2013,Sergio,17
2013,Chase,17
2013,Jackson,17
2013,Leo,17
2013,Kenny,16
2013,Neymar,16
2013,Charlie,16
2013,Patrick,16
2013,Nelson,16
2013,Maxwell,16
2013,Mario,16
2013,Roberto,15
2013,Jonas,15
2013,Edison,15
2013,Johnny,15
2013,Adonis,15
2013,King,15
2013,Levi,15
2013,Dilan,15
2013,Milan,14
2013,Lenny,14
2013,Jaycob,14
2013,Carmelo,14
2013,Mathias,14
2013,Denzel,14
2013,Matteo,14
2013,Owen,14
2013,Leandro,14
2013,Jean,14
2013,Marcos,14
2013,Jaxon,14
2013,Gustavo,14
2013,Frank,13
2013,Cayden,13
2013,Jefferson,13
2013,Joaquin,13
2013,Alberto,13
2013,Thomas,13
2013,Martin,13
2013,Dante,13
2013,Isaias,13
2013,Mark,13
2013,Giovanny,12
2013,Xander,12
2013,Valentino,12
2013,Jeremias,12
2013,Maison,12
2013,Dean,12
2013,Felipe,12
2013,Damien,12
2013,Maximilian,12
2013,Justice,12
2013,Bruce,12
2013,Paul,12
2013,Ashton,12
2013,Alfredo,12
2013,Timothy,12
2013,Bryant,12
2013,George,12
2013,Camilo,11
2013,Gregory,11
2013,Mayson,11
2013,Ezequiel,11
2013,Dereck,11
2013,Cristopher,11
2013,Jimmy,11
2013,Ezra,11
2013,Wesley,11
2013,Aden,11
2013,Luke,11
2013,Arian,11
2013,Maximo,10
2013,Jahir,10
2013,Gerard,10
2013,Wilson,10
2013,Eliam,10
2013,Marlon,10
2013,Adan,10
2013,Marvin,10
2013,Preston,10
2013,Jair,10
2013,Alonso,10
2013,Junior,10
2013,Raymond,10
2013,Mauricio,10
2013,Grayson,10
2013,Yariel,10
2013,Lian,10
2013,Hanley,10
2013,Januel,10
2013,Zion,10
2013,David,304
2013,Moshe,262
2013,Daniel,233
2013,Benjamin,232
2013,James,223
2013,Jacob,217
2013,Jack,212
2013,Alexander,206
2013,John,173
2013,Henry,161
2013,Noah,159
2013,Samuel,158
2013,Nicholas,156
2013,Matthew,155
2013,Adam,151
2013,Chaim,150
2013,Liam,140
2013,Dylan,136
2013,Ryan,136
2013,Charles,136
2013,Ethan,125
2013,Anthony,124
2013,Andrew,120
2013,Gabriel,116
2013,Yosef,110
2013,Thomas,107
2013,Max,107
2013,Luke,100
2013,Jackson,98
2013,Shimon,95
2013,Joshua,91
2013,Christopher,87
2013,Robert,86
2013,Sebastian,86
2013,Mason,84
2013,Jonathan,84
2013,Eli,83
2013,Nathan,82
2013,Aaron,81
2013,Zachary,79
2013,Aron,78
2013,Luca,77
2013,Yehuda,75
2013,Owen,73
2013,Menachem,72
2013,Logan,71
2013,Aiden,67
2013,Yisroel,66
2013,Shlomo,66
2013,Peter,65
2013,Yaakov,62
2013,Yakov,61
2013,Omar,58
2013,Levi,57
2013,Simon,56
2013,Jake,55
2013,Shmuel,55
2013,Maxwell,55
2013,George,55
2013,Gavin,54
2013,Miles,54
2013,Asher,51
2013,Jonah,50
2013,Christian,50
2013,Ezra,49
2013,Zev,49
2013,Vincent,49
2013,Avraham,48
2013,Tzvi,48
2013,Nathaniel,47
2013,Harrison,45
2013,Tyler,44
2013,Evan,42
2013,Mark,42
2013,Hunter,41
2013,Adrian,40
2013,Declan,40
2013,Meir,40
2013,Mohamed,40
2013,Lipa,39
2013,Kevin,39
2013,Mendel,38
2013,Sean,37
2013,Jason,37
2013,Ali,37
2013,Colin,37
2013,Brandon,36
2013,Sam,36
2013,Shulem,35
2013,Solomon,35
2013,Alex,35
2013,Dominic,35
2013,Dovid,34
2013,Martin,34
2013,Israel,34
2013,Edward,33
2013,Arthur,33
2013,Aidan,33
2013,Jayden,32
2013,Shia,32
2013,Wyatt,32
2013,Giovanni,32
2013,Moses,31
2013,Avrohom,31
2013,Caleb,31
2013,Ari,31
2013,Parker,31
2013,Matteo,30
2013,Hershy,30
2013,Akiva,30
2013,Mohammed,30
2013,Simcha,30
2013,Justin,30
2013,Paul,30
2013,Ian,30
2013,Oscar,30
2013,Steven,30
2013,Yechiel,29
2013,Antonio,29
2013,Elliot,29
2013,Carter,29
2013,Leonardo,29
2013,Finn,28
2013,Mayer,28
2013,Nicolas,28
2013,Maximilian,28
2013,Naftali,28
2013,Louis,27
2013,Salvatore,27
2013,Blake,27
2013,Dov,27
2013,August,27
2013,Eliyahu,27
2013,Chase,26
2013,Roman,26
2013,Spencer,26
2013,Maxim,26
2013,Ben,26
2013,Eric,26
2013,Alan,25
2013,Jordan,25
2013,Leon,25
2013,Cooper,25
2013,Usher,25
2013,Aryeh,25
2013,Judah,24
2013,Jesse,24
2013,Charlie,24
2013,Rafael,24
2013,Hershel,23
2013,Elias,23
2013,Grayson,23
2013,Youssef,23
2013,Jude,23
2013,Yusuf,23
2013,Dean,23
2013,Philip,23
2013,Brian,22
2013,Yehoshua,22
2013,Felix,22
2013,Cole,22
2013,Victor,22
2013,Jaxon,22
2013,Raphael,22
2013,Shaya,21
2013,Noam,21
2013,Mohammad,21
2013,Luka,21
2013,Muhammad,21
2013,Everett,20
2013,Kai,20
2013,Rayan,20
2013,Benzion,20
2013,Angelo,20
2013,Ibrahim,20
2013,Graham,20
2013,Milo,20
2013,Brendan,19
2013,Tristan,19
2013,Aharon,19
2013,Desmond,19
2013,Mateo,19
2013,Sholom,19
2013,Jasper,19
2013,Hamza,19
2013,Shlome,19
2013,Nolan,19
2013,Xavier,18
2013,Preston,18
2013,Lucien,18
2013,Efraim,18
2013,Elimelech,18
2013,Lazer,18
2013,Gregory,18
2013,Joel,18
2013,Marco,18
2013,Micah,18
2013,Shmiel,18
2013,Yossi,18
2013,Harry,17
2013,Raymond,17
2013,Avrum,17
2013,Conor,17
2013,Wesley,17
2013,Avery,17
2013,Emmett,16
2013,Yoel,16
2013,Otto,16
2013,Gavriel,16
2013,Griffin,16
2013,Marc,16
2013,Eitan,16
2013,Frank,15
2013,Ariel,15
2013,Baruch,15
2013,Moishe,15
2013,Lukas,15
2013,Meyer,15
2013,Marcus,15
2013,Grant,15
2013,Hersh,15
2013,Sawyer,15
2013,Kyle,15
2013,Mendy,15
2013,Theo,14
2013,Yousef,14
2013,Ryder,14
2013,Rowan,14
2013,Lev,14
2013,Lincoln,14
2013,Colton,14
2013,Dominick,14
2013,Abdullah,14
2013,Dante,14
2013,Yassin,14
2013,Shloime,14
2013,Bennett,14
2013,Gianluca,13
2013,Boruch,13
2013,Francis,13
2013,Beckett,13
2013,Archer,13
2013,Meilech,13
2013,Nico,13
2013,Walter,13
2013,Chesky,13
2013,Jax,13
2013,Ilan,12
2013,Shane,12
2013,Zalmen,12
2013,Wolf,12
2013,Cheskel,12
2013,Frederick,12
2013,Arye,12
2013,Naftuli,12
2013,Damian,12
2013,Elliott,12
2013,Elan,12
2013,Massimo,12
2013,Dennis,12
2013,Francesco,12
2013,Emmanuel,12
2013,Yanky,12
2013,Anton,11
2013,Leonard,11
2013,Rocco,11
2013,Avi,11
2013,Isaiah,11
2013,Hillel,11
2013,Silas,11
2013,Yeshaya,11
2013,Jeremy,11
2013,Shneur,11
2013,Joaquin,11
2013,Landon,11
2013,Nachman,11
2013,Ori,11
2013,Julien,11
2013,Filip,11
2013,Greyson,11
2013,Alec,11
2013,Devin,11
2013,Morris,11
2013,Jace,10
2013,Giancarlo,10
2013,Axel,10
2013,Ahmad,10
2013,Pinchas,10
2013,Rhys,10
2013,Yitzchak,10
2013,Shraga,10
2013,Stanley,10
2013,Bradley,10
2013,Laith,10
2013,Binyomin,10
2013,Myles,10
2013,Quinn,10
2013,Shloimy,10
2013,Ronan,10
2013,Orion,10
2013,Shalom,10
2013,Rory,10
2013,Duvid,10
2012,CHLOE,172
2012,SOPHIA,144
2012,OLIVIA,132
2012,EMILY,110
2012,ELLA,52
2012,ANGELA,52
2012,GRACE,51
2012,HAILEY,50
2012,FIONA,49
2012,MIA,49
2012,MICHELLE,48
2012,SARAH,47
2012,AVA,47
2012,HANNAH,46
2012,ASHLEY,45
2012,TIFFANY,42
2012,SELINA,41
2012,SOPHIE,40
2012,VIVIAN,40
2012,JESSICA,40
2012,ANNA,39
2012,JOANNA,37
2012,EVELYN,37
2012,ALICE,37
2012,KATHERINE,37
2012,IVY,35
2012,AUDREY,35
2012,SAMANTHA,34
2012,STELLA,33
2012,FATIMA,33
2012,NICOLE,32
2012,TENZIN,31
2012,ELIZABETH,31
2012,ALINA,30
2012,WINNIE,29
2012,NATALIE,29
2012,ABIGAIL,29
2012,JOYCE,28
2012,EVA,28
2012,MAYA,28
2012,CLAIRE,27
2012,JASMINE,26
2012,CATHERINE,26
2012,JENNY,26
2012,MELODY,26
2012,ANNIE,25
2012,VICKY,25
2012,VICTORIA,25
2012,RACHEL,24
2012,SARA,24
2012,KAYLEE,24
2012,SOFIA,24
2012,IRENE,23
2012,ERICA,23
2012,AMY,23
2012,JENNIFER,23
2012,CHARLOTTE,22
2012,SERENA,22
2012,SELENA,22
2012,PHOEBE,22
2012,AMANDA,22
2012,ARIA,22
2012,SABRINA,22
2012,IRIS,21
2012,ELAINE,21
2012,ARIANNA,21
2012,AVERY,21
2012,QUEENIE,20
2012,KAITLYN,20
2012,AMELIA,20
2012,MADISON,20
2012,SHIRLEY,20
2012,ZOEY,20
2012,MEGAN,19
2012,AMBER,19
2012,AYESHA,19
2012,ANYA,19
2012,JOCELYN,19
2012,STEPHANIE,19
2012,BELLA,19
2012,CYNTHIA,19
2012,ALYSSA,18
2012,ARIANA,18
2012,CHELSEA,18
2012,AMINA,18
2012,ALEXIS,18
2012,ZAINAB,18
2012,JANNAT,18
2012,CHRISTINA,18
2012,XIN,17
2012,KAYLA,17
2012,ELLIE,17
2012,LINDA,17
2012,ISABELLE,17
2012,ANGELINA,17
2012,NINA,17
2012,CRYSTAL,17
2012,ZARA,17
2012,LEAH,16
2012,MAGGIE,16
2012,ALLISON,16
2012,LILLIAN,16
2012,ESTHER,16
2012,ERIN,16
2012,MANDY,15
2012,GABRIELLA,15
2012,CONNIE,15
2012,KYLIE,15
2012,MANHA,15
2012,CINDY,15
2012,EILEEN,15
2012,VANESSA,15
2012,TINA,15
2012,ELEANOR,15
2012,JANICE,14
2012,ANISHA,14
2012,ANGEL,14
2012,ELINA,14
2012,SHARON,14
2012,REBECCA,14
2012,JOY,14
2012,ZAHRA,14
2012,CHRISTINE,14
2012,MILA,14
2012,SYDNEY,13
2012,DORIS,13
2012,KELLY,13
2012,KIMBERLY,13
2012,MARYAM,13
2012,ALISHA,13
2012,LYDIA,13
2012,LAYLA,13
2012,ARYA,13
2012,KAREN,13
2012,SHERRY,13
2012,CECILIA,12
2012,BONNIE,12
2012,ANNABELLE,12
2012,HELEN,12
2012,ADA,12
2012,ARIEL,12
2012,KHLOE,12
2012,KATELYN,12
2012,KATIE,12
2012,LAUREN,12
2012,HAFSA,11
2012,AISHA,11
2012,MIRANDA,11
2012,DIYA,11
2012,HAREEM,11
2012,MELANIE,11
2012,SAVANNAH,11
2012,DAPHNE,11
2012,ABBY,11
2012,AMAYA,11
2012,ARISHA,11
2012,CAROLINE,11
2012,ELENA,11
2012,JUDY,10
2012,MADELEINE,10
2012,BRIANNA,10
2012,TASNIM,10
2012,SUMMER,10
2012,JOLIN,10
2012,ATHENA,10
2012,PENELOPE,10
2012,FAITH,10
2012,VIOLET,10
2012,SYEDA,10
2012,HAZEL,10
2012,RILEY,10
2012,TAYLOR,71
2012,ABIGAIL,66
2012,KAYLA,62
2012,SERENITY,59
2012,OLIVIA,58
2012,NEVAEH,57
2012,AALIYAH,55
2012,MAKAYLA,53
2012,KHLOE,49
2012,AVA,48
2012,NYLA,47
2012,FATOUMATA,46
2012,SKYLAR,43
2012,ISABELLA,43
2012,BRIELLE,42
2012,FAITH,42
2012,GABRIELLE,42
2012,MIA,41
2012,LAILA,38
2012,ARIANNA,38
2012,AMAYA,37
2012,SAVANNAH,37
2012,ARIEL,36
2012,PEYTON,36
2012,ZOE,36
2012,EMILY,35
2012,LEAH,35
2012,MARIAM,34
2012,IMANI,34
2012,NAOMI,33
2012,NIA,32
2012,BRIANNA,32
2012,LAUREN,32
2012,JADE,32
2012,KYLIE,31
2012,NYLAH,31
2012,ELIZABETH,31
2012,ALYSSA,30
2012,ANIYAH,30
2012,MAYA,29
2012,CHELSEA,29
2012,PARIS,29
2012,FATIMA,29
2012,SARAH,29
2012,SKYLA,29
2012,HAILEY,28
2012,JADA,28
2012,EMMA,27
2012,AUBREY,27
2012,SUMMER,27
2012,AMIRAH,27
2012,JASMINE,27
2012,JAYLA,25
2012,ALANA,25
2012,GABRIELLA,25
2012,HEAVEN,25
2012,PAIGE,25
2012,KENNEDY,25
2012,MORGAN,24
2012,MILAN,23
2012,ARIELLE,23
2012,MELANIE,23
2012,RILEY,23
2012,SOPHIA,23
2012,KIMORA,23
2012,MCKENZIE,22
2012,MARIAH,22
2012,SANAA,22
2012,HANNAH,22
2012,MYA,21
2012,GENESIS,21
2012,MALIA,21
2012,MACKENZIE,20
2012,LAYLA,20
2012,LONDYN,20
2012,ALIYAH,20
2012,AMINATA,20
2012,GRACE,20
2012,TAMIA,20
2012,ARIA,19
2012,SANAI,19
2012,ARIANA,19
2012,JORDYN,19
2012,TRINITY,19
2012,AISHA,19
2012,MIRACLE,18
2012,SAMANTHA,18
2012,MIKAYLA,17
2012,ASHLEY,17
2012,SYDNEY,17
2012,JANELLE,17
2012,GIANNA,17
2012,TIANA,17
2012,LEILANI,17
2012,SANIYAH,16
2012,LYRIC,16
2012,FANTA,16
2012,SARAI,16
2012,AMELIA,16
2012,KELSEY,16
2012,JALIYAH,16
2012,AMIRA,16
2012,SARIAH,15
2012,KYLEE,15
2012,KYLA,15
2012,JANIYAH,15
2012,ALICIA,15
2012,SAMARA,15
2012,AMIYAH,14
2012,MELODY,14
2012,BELLA,14
2012,CHRISTINA,14
2012,ANGEL,14
2012,MICHELLE,14
2012,KAITLYN,14
2012,AICHA,14
2012,AUBREE,14
2012,MALIYAH,14
2012,SKYLAH,14
2012,SASHA,13
2012,ALANI,13
2012,OUMOU,13
2012,AISSATOU,13
2012,HAWA,13
2012,SKYE,13
2012,AYANNA,13
2012,KIARA,13
2012,TORI,13
2012,JAYDA,12
2012,ALEXIS,12
2012,ALEXA,12
2012,LILY,12
2012,SAMIYAH,12
2012,ERIN,11
2012,AMANDA,11
2012,ADRIANNA,11
2012,MEGAN,11
2012,VIOLET,11
2012,TALIA,11
2012,BINTOU,11
2012,AMINA,11
2012,JESSICA,11
2012,PHOENIX,11
2012,MAKENZIE,11
2012,ANIYA,11
2012,PRINCESS,11
2012,DEBORAH,10
2012,CHEYENNE,10
2012,ELISE,10
2012,KALIYAH,10
2012,JORDAN,10
2012,DANIELLE,10
2012,WYNTER,10
2012,SHAYLA,10
2012,AMBER,10
2012,CAMILLE,10
2012,AWA,10
2012,STEPHANIE,10
2012,ZURI,10
2012,MIA,207
2012,SOFIA,165
2012,CAMILA,161
2012,ASHLEY,159
2012,MADISON,140
2012,EMMA,125
2012,GENESIS,117
2012,SAMANTHA,109
2012,BRIANNA,105
2012,LEAH,103
2012,ABIGAIL,99
2012,HAILEY,95
2012,KAYLEE,92
2012,VICTORIA,91
2012,ALLISON,86
2012,KIMBERLY,85
2012,GABRIELLA,79
2012,ARIANNA,77
2012,OLIVIA,77
2012,AVA,76
2012,EMELY,71
2012,ELIZABETH,69
2012,VALENTINA,68
2012,AALIYAH,68
2012,AMY,68
2012,ZOE,67
2012,ALEXA,66
2012,SCARLETT,64
2012,GABRIELA,64
2012,ARIANA,63
2012,JENNIFER,60
2012,DANIELA,60
2012,ANGELINA,59
2012,ADRIANA,59
2012,NICOLE,58
2012,KAYLA,58
2012,CHLOE,57
2012,JADE,57
2012,MARIA,55
2012,SERENITY,54
2012,VALERIE,53
2012,MELISSA,51
2012,KHLOE,50
2012,ANDREA,49
2012,YARETZI,48
2012,ALYSSA,48
2012,GIANNA,48
2012,EVELYN,47
2012,CHELSEA,45
2012,VANESSA,44
2012,SARAH,43
2012,AMANDA,42
2012,DIANA,42
2012,MICHELLE,42
2012,EVA,42
2012,AMELIA,42
2012,SAVANNAH,41
2012,ALEXANDRA,41
2012,ISABEL,40
2012,DESTINY,40
2012,GISELLE,40
2012,JOCELYN,39
2012,NATALIE,39
2012,MAYA,39
2012,ANA,38
2012,LONDON,37
2012,KATHERINE,37
2012,VALERIA,37
2012,AMAYA,36
2012,NATALIA,36
2012,JAYLEEN,36
2012,NAOMI,35
2012,LEILANI,35
2012,KYLIE,35
2012,GUADALUPE,34
2012,BRIANA,34
2012,LESLIE,34
2012,MYA,33
2012,SHERLYN,32
2012,DANNA,32
2012,ALISON,32
2012,ZOEY,31
2012,KAITLYN,31
2012,LUNA,31
2012,JACQUELINE,30
2012,HANNAH,30
2012,JASMINE,30
2012,LIA,30
2012,MELODY,30
2012,GRACE,30
2012,MELANY,30
2012,LITZY,29
2012,KAMILA,29
2012,DAYANA,29
2012,KAREN,28
2012,ELENA,28
2012,AILEEN,27
2012,JESSICA,27
2012,LEILA,27
2012,ANGELIQUE,26
2012,ANGELA,26
2012,MILA,26
2012,KIARA,25
2012,DELILAH,25
2012,CATALINA,25
2012,DAISY,25
2012,LIZBETH,25
2012,AMBER,25
2012,MARIAH,25
2012,ESMERALDA,24
2012,NATASHA,24
2012,JAYLA,24
2012,JAYLENE,24
2012,IZABELLA,23
2012,JOSELYN,23
2012,BIANCA,22
2012,NAYELI,22
2012,JAZLYN,22
2012,JULIET,22
2012,RACHEL,22
2012,ITZEL,22
2012,ALICE,22
2012,TIFFANY,22
2012,PERLA,22
2012,MAKAYLA,21
2012,LILIANA,21
2012,SARA,21
2012,NEVAEH,21
2012,DANIELLA,21
2012,KATELYN,21
2012,KELLY,21
2012,FAITH,21
2012,BRITTANY,21
2012,SCARLET,20
2012,ADRIANNA,20
2012,JULIETTE,20
2012,LUZ,20
2012,JULIA,20
2012,AYLIN,20
2012,CARMEN,19
2012,ELLA,19
2012,KARLA,19
2012,ANGELICA,19
2012,SARAI,19
2012,NATHALIE,19
2012,LAUREN,18
2012,ALINA,18
2012,ALICIA,18
2012,ALANA,18
2012,REBECCA,18
2012,EMILIA,18
2012,JAYLAH,18
2012,ALLYSON,18
2012,JAMIE,17
2012,RUBY,17
2012,MILEY,17
2012,LILY,17
2012,CRYSTAL,17
2012,BRIELLE,17
2012,ALESSANDRA,17
2012,PENELOPE,17
2012,AVERY,17
2012,KAILEY,17
2012,HALEY,17
2012,ALIYAH,17
2012,VIOLET,17
2012,ATHENA,17
2012,HEAVEN,17
2012,SKYLA,16
2012,SIENNA,16
2012,JULISSA,16
2012,FATIMA,16
2012,PARIS,16
2012,NATHALY,16
2012,NYLAH,16
2012,SKYLAR,16
2012,MIRANDA,16
2012,JOHANNA,16
2012,SOPHIE,16
2012,BRYANNA,16
2012,ARIEL,16
2012,PEYTON,16
2012,JAZMIN,15
2012,XIMENA,15
2012,BRITNEY,15
2012,HAZEL,15
2012,APRIL,15
2012,CATHERINE,15
2012,JAYLIN,15
2012,LESLY,15
2012,VERONICA,15
2012,ROSELYN,15
2012,ANALIA,15
2012,NATALY,15
2012,SELENA,15
2012,TATIANA,14
2012,DANA,14
2012,CAROLINE,14
2012,MADELINE,14
2012,ALANI,14
2012,KEYLA,14
2012,ALEJANDRA,14
2012,ANIYAH,14
2012,MIKAELA,14
2012,JULIANA,14
2012,JULIANNA,14
2012,STACY,13
2012,LUCIA,13
2012,NOEMI,13
2012,JADA,13
2012,HELEN,13
2012,ROSA,13
2012,CAROLINA,13
2012,JIMENA,13
2012,RUTH,13
2012,MCKENZIE,13
2012,PAOLA,13
2012,ESTHER,13
2012,KASSANDRA,13
2012,SUMMER,13
2012,RIHANNA,13
2012,MIKAYLA,13
2012,HEIDY,13
2012,KAYLIE,13
2012,ISABELA,13
2012,CYNTHIA,12
2012,GIA,12
2012,ARELY,12
2012,ARIA,12
2012,SABRINA,12
2012,IVANNA,12
2012,CAMILLA,12
2012,ALEXIA,12
2012,BRENDA,12
2012,YAMILETH,12
2012,MELINA,12
2012,AURORA,11
2012,EILEEN,11
2012,AVRIL,11
2012,MARIANA,11
2012,AMELIE,11
2012,MIAH,11
2012,ELISA,11
2012,ERIKA,11
2012,CINDY,11
2012,LAURA,11
2012,KELSEY,11
2012,WENDY,11
2012,KARINA,11
2012,GERALDINE,11
2012,MACKENZIE,11
2012,STACEY,11
2012,MADELYN,11
2012,AMBERLY,11
2012,YESENIA,11
2012,LESLEY,10
2012,AMALIA,10
2012,LIZ,10
2012,SANDRA,10
2012,EVANGELINE,10
2012,ELIANNY,10
2012,KAYLIN,10
2012,CHRISTINA,10
2012,MIRIAM,10
2012,ANAIS,10
2012,DULCE,10
2012,FERNANDA,10
2012,STELLA,10
2012,ANNA,10
2012,DENISE,10
2012,LIANA,10
2012,HAYLEE,10
2012,MEGAN,10
2012,SALOME,10
2012,ARIELLE,10
2012,JASMIN,10
2012,PAULA,10
2012,HEIDI,10
2012,MILAGROS,10
2012,JAELYN,10
2012,JAZZLYN,10
2012,NATHALIA,10
2012,JULIE,10
2012,EMMA,228
2012,LEAH,219
2012,SARAH,209
2012,ESTHER,192
2012,RACHEL,186
2012,CHAYA,174
2012,CHANA,155
2012,MIRIAM,150
2012,ELLA,148
2012,EMILY,137
2012,MIA,136
2012,SARA,133
2012,CHARLOTTE,126
2012,MAYA,120
2012,ELIZABETH,116
2012,ALEXANDRA,110
2012,VICTORIA,109
2012,LILY,104
2012,SOFIA,100
2012,RIVKA,96
2012,CHLOE,96
2012,ZOE,93
2012,JULIA,91
2012,SOPHIE,90
2012,ANNA,90
2012,GABRIELLA,86
2012,AMELIA,86
2012,HANNAH,83
2012,GRACE,79
2012,AVERY,76
2012,SAMANTHA,74
2012,SHAINDY,71
2012,FAIGY,70
2012,GITTY,69
2012,MADISON,66
2012,MALKY,65
2012,EVA,64
2012,BATSHEVA,57
2012,MALKA,57
2012,MADELINE,55
2012,LUCY,54
2012,ALICE,54
2012,PENELOPE,54
2012,EVELYN,52
2012,RAIZY,52
2012,TOBY,52
2012,RIVKY,50
2012,LILA,50
2012,CAROLINE,48
2012,GIANNA,48
2012,NICOLE,48
2012,ANGELINA,48
2012,NATALIE,46
2012,MOLLY,45
2012,BAILA,45
2012,REBECCA,45
2012,CLAIRE,45
2012,ELEANOR,45
2012,DINA,44
2012,EMILIA,44
2012,MARIA,44
2012,CHANY,44
2012,ELIANA,43
2012,ADRIANA,43
2012,HARPER,43
2012,SCARLETT,43
2012,YITTY,43
2012,LAYLA,43
2012,LILLIAN,43
2012,CLARA,42
2012,NINA,42
2012,GIULIANA,42
